id,Country,Year,GDP,Total_population,Total_number_of_internet_users
15551,15526,30,12695.41014,,4330094.0
15552,15526,31,12693.56418,,4571675.0
15553,15526,32,12813.86955,,
15554,15526,33,13081.10746,,
15555,15555,5,,,0.0
15556,15555,6,,,
15557,15555,7,,,
15558,15555,8,,,
15559,15555,9,,,
15560,15555,10,,,
15561,15555,11,,,
15562,15555,12,,,106.0
15563,15555,13,,,105.0
15564,15555,14,,,310.0
15565,15555,15,1048.694769,,511.0
15566,15555,16,1063.610813,,1011.0
15567,15555,17,1094.849374,,1002.0
15568,15555,18,765.7607838,,993.0
15569,15555,19,791.8993006,,985.0
15570,15555,20,837.6613236,,
15571,15555,21,901.3154509,,
15572,15555,22,974.9193196,,19369.0
15573,15555,23,1021.823984,,19414.0
15574,15555,24,1041.945486,,76231.0
15575,15555,25,1078.946046,,90807.0
15576,15555,26,1154.40937,,101754.0
15577,15555,27,1234.280819,,108721.0
15578,15555,28,1329.049283,,137161.0
15579,15555,29,1328.913111,,237539.0
15580,15555,30,1309.269565,,265652.0
15581,15555,31,1269.886223,,337691.0
15582,15555,32,1293.415934,,
15583,15555,33,1308.629536,,
15584,15584,5,,,0.0
15585,15584,6,,,
15586,15584,7,,,
15587,15584,8,,,
15588,15584,9,,,
15589,15584,10,,,
15590,15584,11,,,
15591,15584,12,,,
15592,15584,13,,,
15593,15584,14,16706.12671,,7047.0
15594,15584,15,17437.0857,,10018.0
15595,15584,16,17230.91106,,19941.0
15596,15584,17,17060.31866,,124061.0
15597,15584,18,19326.376,,158062.0
15598,15584,19,20406.82756,,201540.0
15599,15584,20,23181.26796,,226945.0
15600,15584,21,25053.9574,,252964.0
15601,15584,22,26958.63336,,281920.0
15602,15584,23,27825.07083,,544777.0
15603,15584,24,27474.49038,,661074.0
15604,15584,25,28890.36545,,863680.0
15605,15584,26,11096.15636,,867090.0
15606,15584,27,25080.96838,,
15607,15584,28,21929.50351,,1022335.0
15608,15584,29,16870.48513,,1101850.0
15609,15584,30,15403.57322,,1185644.0
15610,15584,31,14964.52288,,1275778.0
15611,15584,32,19056.8043,,
15612,15584,33,20764.16414,,
15613,15613,5,6250.980005,,
15614,15613,6,6395.139133,,
15615,15613,7,6973.164784,,
15616,15613,8,7097.449724,,
15617,15613,9,7279.909217,,
15618,15613,10,7470.479765,,
15619,15613,11,7726.277044,,
15620,15613,12,7697.430817,,
15621,15613,13,8159.436604,,
15622,15613,14,8390.061886,,
15623,15613,15,8486.854699,,
15624,15613,16,8300.631416,,
15625,15613,17,8402.606913,,
15626,15613,18,8860.384636,,
15627,15613,19,9682.614003,,
15628,15613,20,9845.841882,,
15629,15613,21,10644.30463,,
15630,15613,22,11005.98965,,
15631,15613,23,11614.16662,,
15632,15613,24,11384.55596,,
15633,15613,25,11428.51171,,
15634,15613,26,12049.20936,,
15635,15613,27,12168.57838,,
15636,15613,28,12078.36362,,
15637,15613,29,12416.87345,,
15638,15613,30,12520.76322,,
15639,15613,31,12990.80775,,
15640,15613,32,13505.45477,,
15641,15613,33,13881.37213,,
15642,15642,5,5970.196069,,
15643,15642,6,6290.597906,,
15644,15642,7,6510.63483,,
15645,15642,8,7052.988682,,
15646,15642,9,7421.266425,,
15647,15642,10,7555.124969,,
15648,15642,11,7845.721089,,
15649,15642,12,8268.481823,,
15650,15642,13,8430.028262,,
15651,15642,14,8430.460943,,
15652,15642,15,8808.172833,,
15653,15642,16,8938.313443,,
15654,15642,17,8981.18127,,
15655,15642,18,9210.35916,,
15656,15642,19,9915.327514,,
15657,15642,20,10544.1804,,
15658,15642,21,11430.60135,,
15659,15642,22,12239.52873,,
15660,15642,23,12855.82097,,
15661,15642,24,12648.63474,,
15662,15642,25,13438.05948,,
15663,15642,26,14320.89745,,
15664,15642,27,14831.73181,,
15665,15642,28,15329.58656,,
15666,15642,29,15654.73684,,
15667,15642,30,15661.93512,,
15668,15642,31,15674.98005,,
15669,15642,32,16156.20469,,
15670,15642,33,16590.22225,,
15671,15671,5,893.3917887,,
15672,15671,6,915.364099,,
15673,15671,7,920.8912072,,
15674,15671,8,923.051753,,
15675,15671,9,928.603921,,
15676,15671,10,976.0416903,,
15677,15671,11,1023.930816,,
15678,15671,12,1064.273356,,
15679,15671,13,1092.077951,,
15680,15671,14,1129.431646,,
15681,15671,15,1179.141647,,
15682,15671,16,1240.185824,,
15683,15671,17,1289.127068,,
15684,15671,18,1352.067277,,
15685,15671,19,1447.217195,,
15686,15671,20,1573.831625,,
15687,15671,21,1705.14094,,
15688,15671,22,1850.150177,,
15689,15671,23,1972.005726,,
15690,15671,24,2038.564714,,
15691,15671,25,2145.354881,,
15692,15671,26,2221.762326,,
15693,15671,27,2325.893618,,
15694,15671,28,2448.865945,,
15695,15671,29,2572.910826,,
15696,15671,30,2650.399936,,
15697,15671,31,2728.232875,,
15698,15671,32,2857.675589,,
15699,15671,33,2995.447758,,
15700,15700,5,932.3972785,,
15701,15700,6,939.2492809,,
