id,Country,Year,GDP,Sex,Age_category,Suicides_number,Number_of_people,Generation,Total_population,Percentage_of_population,Total_number_of_internet_users,Number_of_internet_users
4771,4668,13,26220.26621,2.0,5.0,105.0,1993396.0,2.0,28372536.0,0.07025794239894523,7513571.0,527888.0385283853
4772,4668,13,26220.26621,2.0,3.0,129.0,2483325.0,3.0,28372536.0,0.08752566214031766,7513571.0,657630.2768132887
4773,4668,13,26220.26621,2.0,1.0,50.0,1003373.0,1.0,28372536.0,0.03536423391973139,7513571.0,265711.6824165101
4774,4668,13,26220.26621,1.0,6.0,30.0,2094080.0,5.0,28372536.0,0.07380658535423129,7513571.0,554551.019326577
4775,4668,13,26220.26621,2.0,6.0,16.0,1989150.0,5.0,28372536.0,0.07010829063711471,7513571.0,526763.6193905966
4776,4668,14,27745.80655,1.0,4.0,1442.0,4743615.0,4.0,28681643.0,0.16538853788815375,11020176.0,1822610.7959101226
4777,4668,14,27745.80655,1.0,2.0,614.0,2254396.0,2.0,28681643.0,0.07860065757041883,11020176.0,866193.0801417478
4778,4668,14,27745.80655,1.0,1.0,155.0,620972.0,1.0,28681643.0,0.021650503076131308,11020176.0,238592.3543875084
4779,4668,14,27745.80655,1.0,3.0,520.0,2341132.0,3.0,28681643.0,0.08162475211060956,11020176.0,899519.1342152888
4780,4668,14,27745.80655,1.0,5.0,468.0,2112560.0,2.0,28681643.0,0.07365547364214804,11020176.0,811696.2828998325
4781,4668,14,27745.80655,2.0,4.0,435.0,4736367.0,4.0,28681643.0,0.16513583269968182,11020176.0,1819825.940257049
4782,4668,14,27745.80655,2.0,3.0,147.0,2523439.0,3.0,28681643.0,0.08798097793770043,11020176.0,969565.8615255759
4783,4668,14,27745.80655,2.0,2.0,118.0,2206484.0,2.0,28681643.0,0.07693018144044259,11020176.0,847784.1391856108
4784,4668,14,27745.80655,2.0,1.0,53.0,1037189.0,1.0,28681643.0,0.03616211944343635,11020176.0,398512.9207996906
4785,4668,14,27745.80655,2.0,5.0,90.0,2014044.0,2.0,28681643.0,0.07022066343967813,11020176.0,773844.0699420184
4786,4668,14,27745.80655,1.0,6.0,25.0,2098556.0,5.0,28681643.0,0.07316721709422296,11020176.0,806315.6098085456
4787,4668,14,27745.80655,2.0,6.0,7.0,1992889.0,5.0,28681643.0,0.06948308365737625,11020176.0,765715.81092701
4788,4668,15,29265.08444,1.0,4.0,1254.0,4840239.0,4.0,29008565.0,0.16685551319067315,15767452.0,2630886.295169306
4789,4668,15,29265.08444,1.0,1.0,146.0,644375.0,1.0,29008565.0,0.022213267012690906,15767452.0,350246.62138578726
4790,4668,15,29265.08444,1.0,2.0,484.0,2226742.0,2.0,29008565.0,0.0767615357740033,15767452.0,1210333.83076288
4791,4668,15,29265.08444,1.0,5.0,430.0,2131117.0,2.0,29008565.0,0.0734650955674643,15767452.0,1158357.368035406
4792,4668,15,29265.08444,1.0,3.0,455.0,2390741.0,3.0,29008565.0,0.0824150039824445,15767452.0,1299474.6193730026
4793,4668,15,29265.08444,2.0,4.0,393.0,4830067.0,4.0,29008565.0,0.16650485813414073,15767452.0,2625357.3583968733
4794,4668,15,29265.08444,2.0,5.0,112.0,2030972.0,2.0,29008565.0,0.07001283931142406,15767452.0,1103924.0832265918
4795,4668,15,29265.08444,2.0,2.0,119.0,2177984.0,2.0,29008565.0,0.07508072184887464,15767452.0,1183831.6778774823
4796,4668,15,29265.08444,2.0,3.0,137.0,2567097.0,3.0,29008565.0,0.0884944498288695,15767452.0,1395331.989943108
4797,4668,15,29265.08444,2.0,1.0,30.0,1071636.0,1.0,29008565.0,0.03694205487241441,15767452.0,582482.0769821603
4798,4668,15,29265.08444,1.0,6.0,29.0,2101448.0,5.0,29008565.0,0.0724423286708598,15767452.0,1142230.9400860057
4799,4668,15,29265.08444,2.0,6.0,17.0,1996147.0,5.0,29008565.0,0.0688123318061407,15767452.0,1084995.1387613968
4800,4668,16,30107.65694,1.0,4.0,1347.0,4892041.0,4.0,29262055.0,0.16718036378511353,18676889.0,3122409.097394185
4801,4668,16,30107.65694,1.0,2.0,500.0,2182409.0,2.0,29262055.0,0.07458153571237564,18676889.0,1392951.0639495756
4802,4668,16,30107.65694,1.0,1.0,131.0,665842.0,3.0,29262055.0,0.022754451114250177,18676889.0,424982.3577167769
4803,4668,16,30107.65694,1.0,3.0,481.0,2458947.0,3.0,29262055.0,0.08403193145525835,18676889.0,1569455.0562454686
4804,4668,16,30107.65694,1.0,5.0,398.0,2168038.0,5.0,29262055.0,0.07409042187911956,18676889.0,1383778.5853994875
4805,4668,16,30107.65694,2.0,4.0,392.0,4894497.0,4.0,29262055.0,0.1672642950059386,18676889.0,3123976.6714891694
4806,4668,16,30107.65694,2.0,3.0,161.0,2618587.0,3.0,29262055.0,0.08948746080888714,18676889.0,1671347.3724194353
4807,4668,16,30107.65694,2.0,2.0,114.0,2130957.0,2.0,29262055.0,0.07282321764483048,18676889.0,1360111.1525753401
4808,4668,16,30107.65694,2.0,5.0,105.0,2059190.0,5.0,29262055.0,0.07037065578613669,18676889.0,1314304.9269748826
4809,4668,16,30107.65694,2.0,1.0,38.0,1096205.0,3.0,29262055.0,0.037461654692399426,18676889.0,699667.1664462732
4810,4668,16,30107.65694,1.0,6.0,14.0,2096912.0,5.0,29262055.0,0.07165976552227792,18676889.0,1338381.4864256117
4811,4668,16,30107.65694,2.0,6.0,13.0,1998430.0,5.0,29262055.0,0.06829424659341253,18676889.0,1275524.062963794
4812,4668,17,30853.20132,1.0,4.0,1292.0,4926984.0,4.0,29642114.0,0.16621567544069224,19291569.0,3206561.1716457196
4813,4668,17,30853.20132,1.0,1.0,164.0,691551.0,3.0,29642114.0,0.023330016205996645,19291569.0,450072.6174091025
4814,4668,17,30853.20132,1.0,2.0,466.0,2194450.0,2.0,29642114.0,0.0740314945148649,19291569.0,1428183.6846066378
4815,4668,17,30853.20132,1.0,3.0,527.0,2550479.0,3.0,29642114.0,0.08604241249460143,19291569.0,1659893.1375660656
4816,4668,17,30853.20132,1.0,5.0,384.0,2192632.0,5.0,29642114.0,0.07397016285680569,19291569.0,1427000.500693304
4817,4668,17,30853.20132,2.0,4.0,370.0,4929966.0,4.0,29642114.0,0.1663162755530864,19291569.0,3208501.9056553794
4818,4668,17,30853.20132,2.0,2.0,124.0,2142391.0,2.0,29642114.0,0.07227524325694179,19291569.0,1394302.8422830773
4819,4668,17,30853.20132,2.0,3.0,150.0,2707035.0,3.0,29642114.0,0.09132395213107945,19291569.0,1761782.3238894164
4820,4668,17,30853.20132,2.0,5.0,108.0,2084984.0,5.0,29642114.0,0.07033857301810525,19291569.0,1356941.4347403157
4821,4668,17,30853.20132,2.0,1.0,30.0,1126677.0,3.0,29642114.0,0.03800933361230579,19291569.0,733259.6820258164
4822,4668,17,30853.20132,1.0,6.0,18.0,2097593.0,5.0,29642114.0,0.07076394753761489,19291569.0,1365147.5766342778
4823,4668,17,30853.20132,2.0,6.0,17.0,1997372.0,5.0,29642114.0,0.0673829133779055,19291569.0,1299922.122850887
4824,4668,18,32225.05212,1.0,4.0,1317.0,4950960.0,4.0,29958833.0,0.16525877359775662,20305051.0,3355587.8260999015
4825,4668,18,32225.05212,1.0,3.0,581.0,2636917.0,3.0,29958833.0,0.08801801458688327,20305051.0,1787210.2751054086
4826,4668,18,32225.05212,1.0,1.0,151.0,718916.0,3.0,29958833.0,0.023996795869852473,20305051.0,487256.1639739438
4827,4668,18,32225.05212,1.0,2.0,426.0,2205120.0,2.0,29958833.0,0.07360500323894459,20305051.0,1494553.3446219352
4828,4668,18,32225.05212,1.0,5.0,409.0,2211023.0,5.0,29958833.0,0.0738020402864157,20305051.0,1498554.1919197254
4829,4668,18,32225.05212,2.0,4.0,438.0,4956221.0,4.0,29958833.0,0.1654343812390823,20305051.0,3359153.5482130093
4830,4668,18,32225.05212,2.0,5.0,113.0,2103731.0,5.0,29958833.0,0.07022072588742025,20305051.0,1425835.4204010884
4831,4668,18,32225.05212,2.0,2.0,114.0,2151969.0,2.0,29958833.0,0.07183086871240946,20305051.0,1458529.4525797784
4832,4668,18,32225.05212,2.0,3.0,145.0,2792599.0,3.0,29958833.0,0.09321454543973726,20305051.0,1892726.0990956824
4833,4668,18,32225.05212,2.0,1.0,44.0,1156073.0,3.0,29958833.0,0.038588719393709364,20305051.0,783545.9153139577
4834,4668,18,32225.05212,1.0,6.0,19.0,2087408.0,5.0,29958833.0,0.06967587822930218,20305051.0,1414772.2609157707
4835,4668,18,32225.05212,2.0,6.0,8.0,1987896.0,5.0,29958833.0,0.06635425351848652,20305051.0,1347326.5017597983
4836,4668,19,33796.9992,1.0,4.0,1210.0,4982932.0,4.0,30283966.0,0.1645402719049414,21072546.0,3467282.448569385
4837,4668,19,33796.9992,1.0,2.0,477.0,2220407.0,2.0,30283966.0,0.07331955794693469,21072546.0,1545029.757536447
4838,4668,19,33796.9992,1.0,1.0,154.0,744741.0,3.0,30283966.0,0.024591924320612434,21072546.0,518214.4564746243
4839,4668,19,33796.9992,1.0,3.0,497.0,2721795.0,3.0,30283966.0,0.0898757778290994,21072546.0,1893911.4625894774
4840,4668,19,33796.9992,1.0,5.0,379.0,2230355.0,5.0,30283966.0,0.07364804860763613,21072546.0,1551951.8920946482
4841,4668,19,33796.9992,2.0,4.0,428.0,4986017.0,4.0,30283966.0,0.16464214099302582,21072546.0,3469429.089614022
4842,4668,19,33796.9992,2.0,3.0,181.0,2879432.0,3.0,30283966.0,0.09508107359518235,21072546.0,2003600.2970638655
4843,4668,19,33796.9992,2.0,2.0,114.0,2169563.0,2.0,30283966.0,0.07164064970882611,21072546.0,1509650.8864591247
4844,4668,19,33796.9992,2.0,5.0,101.0,2124167.0,5.0,30283966.0,0.0701416386479895,21072546.0,1478062.9069251367
4845,4668,19,33796.9992,2.0,1.0,44.0,1183549.0,3.0,30283966.0,0.039081704159884476,21072546.0,823551.0086675569
4846,4668,19,33796.9992,1.0,6.0,17.0,2069874.0,5.0,30283966.0,0.06834884176002574,21072546.0,1440284.1120348636
4847,4668,19,33796.9992,2.0,6.0,11.0,1971134.0,5.0,30283966.0,0.06508837052584196,21072546.0,1371577.681970849
4848,4668,20,36211.0846,1.0,4.0,1341.0,5018957.0,4.0,30597090.0,0.16403380190730557,23137566.0,3795342.9178612083
